price,area,bedrooms,bathrooms,stories,airconditioning,parking,prefarea,price_per_area
2604000,2910,2,1,1,no,0,no,894.8453608247422
2590000,3600,2,1,1,no,0,no,719.4444444444445
2590000,4400,2,1,1,no,0,no,588.6363636363636
2590000,3600,2,2,2,no,1,no,719.4444444444445
2520000,2880,3,1,1,no,0,no,875.0
2520000,3180,3,1,1,no,0,no,792.4528301886793
2520000,3000,2,1,2,no,0,no,840.0
2485000,4400,3,1,2,no,0,no,564.7727272727273
2485000,3000,3,1,2,no,0,no,828.3333333333334
2450000,3210,3,1,2,no,0,no,763.2398753894081
2450000,3240,2,1,1,no,1,no,756.1728395061729
2450000,3000,2,1,1,no,1,no,816.6666666666666
2450000,3500,2,1,1,no,0,no,700.0
2450000,4840,2,1,2,no,0,no,506.198347107438
2450000,7700,2,1,1,no,0,no,318.1818181818182
2408000,3635,2,1,1,no,0,no,662.4484181568088
2380000,2475,3,1,2,no,0,no,961.6161616161617
2380000,2787,4,2,2,no,0,no,853.9648367420165
2380000,3264,2,1,1,no,0,no,729.1666666666666
2345000,3640,2,1,1,no,0,no,644.2307692307693
2310000,3180,2,1,1,no,0,no,726.4150943396227
2275000,1836,2,1,1,no,0,no,1239.1067538126363
2275000,3970,1,1,1,no,0,no,573.0478589420655
2275000,3970,3,1,2,no,0,no,573.0478589420655
2240000,1950,3,1,1,no,0,no,1148.7179487179487
2233000,5300,3,1,1,yes,0,yes,421.3207547169811
2135000,3000,2,1,1,no,0,no,711.6666666666666
2100000,2400,3,1,2,no,0,no,875.0
2100000,3000,4,1,2,no,0,no,700.0
2100000,3360,2,1,1,no,1,no,625.0
1960000,3420,5,1,2,no,0,no,573.0994152046784
1890000,1700,3,1,2,no,0,no,1111.764705882353
1890000,3649,2,1,1,no,0,no,517.9501233214579
1855000,2990,2,1,1,no,1,no,620.4013377926422
1820000,3000,2,1,1,no,2,no,606.6666666666666
1767150,2400,3,1,1,no,0,no,736.3125
1750000,3620,2,1,1,no,0,no,483.42541436464086
1750000,2910,3,1,1,no,0,no,601.3745704467354
1750000,3850,3,1,2,no,0,no,454.54545454545456
